id,stat
1000_at,-0.776566248716073
1001_at,-0.0949124177114075
1002_f_at,0.744822683668095
1003_s_at,-0.822461327063228
1004_at,1.08560909034027
1005_at,-0.0743749083925971
1006_at,1.25275603185108
1007_s_at,-0.028823080766219
1008_f_at,1.70561154095503
1009_at,-0.693259330746997
100_g_at,1.46857065914798
1010_at,0.699743073344035
1011_s_at,0.856636446373776
1012_at,-0.455538971807097
1013_at,0.771176306185212
1014_at,0.625333806094044
1015_s_at,-0.122177310677412
1016_s_at,-2.22565792032248
1017_at,0.91509429781927
1018_at,-1.28383677189714
1019_g_at,1.76828414547739
101_at,2.25603194953847
1020_s_at,-1.00647426362956
1021_at,-0.264016442945429
1022_f_at,-0.175359219653129
1023_at,1.6482510276457
1024_at,0.997252542238166
1025_g_at,1.49125772504185
1026_s_at,-0.890083670782131
1027_at,-0.776927081842962
1028_at,1.42206770178699
1029_s_at,-1.66007624150477
102_at,-0.758320853464261
1030_s_at,-1.21164046571136
1031_at,0.807920219478959
1032_at,1.05068124067256
1033_g_at,-0.165933082569982
1034_at,0.732382475552853
1035_g_at,0.263566678546565
1036_at,0.534234388282145
1038_s_at,0.624630060572734
1039_s_at,0.188401669059448
103_at,0.45378922829187
1040_s_at,-0.650824453192303
1041_at,-0.125469423889772
1042_at,0.257357952891817
1043_s_at,0.389957419533258
1044_s_at,1.08323131713348
1045_s_at,0.324092999203621
1046_at,-0.522654116580888
1048_at,-1.73070059413615
1049_g_at,0.505285554824717
104_at,-0.0957230424991801
1050_at,-0.656221395273172
1051_g_at,2.02140785874266
1052_s_at,1.43746931480295
1053_at,-0.610086414900611
1054_at,-1.20090788400405
1055_g_at,-0.459457167206855
1056_s_at,-0.389652060274641
1057_at,1.18158931314904
1058_at,-0.695299980665814
1059_at,-0.339828708918093
105_at,-0.650667439232646
1060_g_at,-1.51856995548343
1061_at,-0.764369307951881
1062_g_at,-0.328357194303767
1063_s_at,-0.920406805533759
1064_at,0.293531498943703
1065_at,1.79858638832225
1066_at,-0.253349711137135
1067_at,1.22875085124278
1068_g_at,1.29859066751462
1069_at,-0.675684917186232
106_at,-0.76877761851925
1070_at,-0.150084597748516
1071_at,0.245596588600481
1072_g_at,1.29308015780122
1073_at,-1.27527130294246
1074_at,0.166008376073099
1075_f_at,0.522407676301239
1076_at,0.205979288271791
1077_at,-0.441672192951592
1078_at,0.0179576764889035
1079_g_at,0.524950207783905
107_at,0.97958940899687
1080_s_at,0.465542760180404
1081_at,-0.847665183338477
1082_at,0.114437683867529
1083_s_at,-1.5852027518818
1084_at,-2.34593598789948
1085_s_at,-0.261594662273524
1086_at,-1.22502574252785
1087_at,-0.510579947629246
1088_at,0.675865224198899
1090_f_at,-0.575851760380487
1091_at,0.300265611834178
1092_at,-0.723902558545031
1093_at,-0.772702445208626
1094_g_at,-0.722580594055287
1095_s_at,-0.0693192189654057
1096_g_at,0.862124515626004
1097_s_at,-0.533115096747814
1098_at,-0.177783100204852
109_at,-0.499007220105979
1100_at,-1.12267204832962
1101_at,0.699817721438244
1102_s_at,-1.17667853177384
1103_at,0.665426218219999
1107_s_at,0.746452540455743
1108_s_at,-2.16134866490078
1109_s_at,0.537854879603398
110_at,0.0418923039495516
1110_at,-0.598412798510797
1111_at,-0.0815791281416444
1112_g_at,-1.16225719213548
1113_at,-1.07462918647844
1114_at,0.324647616503698
